source	id	x	y	z	area	datetime	prec[mm]	throughf[mm]	evapot[mm]	transp[mm]	evacep[mm]	evasoil[mm]	runoff[mm]	percol[mm]	infiltration[mm]	snow[mmh2oeq]	surfacewater[mm]	soil_water[mm]	root_soil_water[mm]	leafwater[mm]	soilwater_10cm[%]	soilwater_20cm[%]	soilwater_30cm[%]	soilwater_50cm[%]	soilwater_100cm[%]
setup	0	0	0	0	1	2002-06-17 04:00:00	0	0	0.0396807	0	0	0.00809384	0	0	0	0	0	291.831	0	0	29.3393	28.8941	29.3062	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 04:15:00	0	0	0.0396807	0	0	0.00809244	0	0	0	0	0	291.823	0	0	29.3361	28.8921	29.3051	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 04:30:00	0	0	0.0396807	0	0	0.00809104	0	0	0	0	0	291.815	0	0	29.3329	28.8901	29.3041	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 04:45:00	0	0	0.0396807	0	0	0.00808964	0	0	0	0	0	291.807	0	0	29.3296	28.888	29.303	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 05:00:00	0	0	0.0396807	0	0	0.00808824	0	0	0	0	0	291.799	0	0	29.3264	28.886	29.302	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 05:15:00	0	0	0.0396807	0	0	0.00808684	0	0	0	0	0	291.791	0	0	29.3232	28.884	29.301	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 05:30:00	0	0	0.0396807	0	0	0.00808544	0	0	0	0	0	291.783	0	0	29.32	28.882	29.2999	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 05:45:00	0	0	0.0396807	0	0	0.00808404	0	0	0	0	0	291.775	0	0	29.3167	28.8799	29.2989	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 06:00:00	0	0	0.0396807	0	0	0.00808264	0	0	0	0	0	291.767	0	0	29.3135	28.8779	29.2978	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 06:15:00	0	0	0.0396807	0	0	0.00808124	0	0	0	0	0	291.759	0	0	29.3103	28.8759	29.2968	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 06:30:00	0	0	0.0396807	0	0	0.00807984	0	0	0	0	0	291.751	0	0	29.3071	28.8738	29.2958	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 06:45:00	0	0	0.0396807	0	0	0.00807844	0	0	0	0	0	291.742	0	0	29.3039	28.8718	29.2947	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 07:00:00	0	0	0.0396807	0	0	0.00807704	0	0	0	0	0	291.734	0	0	29.3006	28.8698	29.2937	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 07:15:00	0	0	0.0396807	0	0	0.00807565	0	0	0	0	0	291.726	0	0	29.2974	28.8678	29.2926	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 07:30:00	0	0	0.0396807	0	0	0.00807425	0	0	0	0	0	291.718	0	0	29.2942	28.8657	29.2916	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 07:45:00	0	0	0.0396807	0	0	0.00807285	0	0	0	0	0	291.71	0	0	29.291	28.8637	29.2906	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 08:00:00	0	0	0.0396807	0	0	0.00807145	0	0	0	0	0	291.702	0	0	29.2878	28.8617	29.2895	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 08:15:00	0	0	0.0396807	0	0	0.00807005	0	0	0	0	0	291.694	0	0	29.2846	28.8597	29.2885	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 08:30:00	0	0	0.0396807	0	0	0.00806866	0	0	0	0	0	291.686	0	0	29.2813	28.8576	29.2874	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 08:45:00	0	0	0.0396807	0	0	0.00806726	0	0	0	0	0	291.678	0	0	29.2781	28.8556	29.2864	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 09:00:00	0	0	0.0396807	0	0	0.00806586	0	0	0	0	0	291.67	0	0	29.2749	28.8536	29.2854	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 09:15:00	0	0	0.0396807	0	0	0.00806447	0	0	0	0	0	291.662	0	0	29.2717	28.8516	29.2843	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 09:30:00	0	0	0.0396807	0	0	0.00806307	0	0	0	0	0	291.654	0	0	29.2685	28.8495	29.2833	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 09:45:00	0	0	0.0396807	0	0	0.00806168	0	0	0	0	0	291.646	0	0	29.2653	28.8475	29.2822	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 10:00:00	0	0	0.0396807	0	0	0.00806028	0	0	0	0	0	291.638	0	0	29.2621	28.8455	29.2812	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 10:15:00	0	0	0.0396807	0	0	0.00805888	0	0	0	0	0	291.63	0	0	29.2588	28.8435	29.2802	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 10:30:00	0	0	0.0396807	0	0	0.00805749	0	0	0	0	0	291.621	0	0	29.2556	28.8414	29.2791	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 10:45:00	0	0	0.0396807	0	0	0.00805609	0	0	0	0	0	291.613	0	0	29.2524	28.8394	29.2781	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 11:00:00	0	0	0.0396807	0	0	0.0080547	0	0	0	0	0	291.605	0	0	29.2492	28.8374	29.277	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 11:15:00	0	0	0.0396807	0	0	0.00805331	0	0	0	0	0	291.597	0	0	29.246	28.8354	29.276	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 11:30:00	0	0	0.0396807	0	0	0.00805191	0	0	0	0	0	291.589	0	0	29.2428	28.8334	29.275	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 11:45:00	0	0	0.0396807	0	0	0.00805052	0	0	0	0	0	291.581	0	0	29.2396	28.8313	29.2739	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 12:00:00	0	0	0.0396807	0	0	0.00804912	0	0	0	0	0	291.573	0	0	29.2364	28.8293	29.2729	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 12:15:00	0	0	0.0396807	0	0	0.00804773	0	0	0	0	0	291.565	0	0	29.2332	28.8273	29.2718	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 12:30:00	0	0	0.0396807	0	0	0.00804634	0	0	0	0	0	291.557	0	0	29.23	28.8253	29.2708	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 12:45:00	0	0	0.0396807	0	0	0.00804494	0	0	0	0	0	291.549	0	0	29.2268	28.8232	29.2698	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 13:00:00	0	0	0.0396807	0	0	0.00804355	0	0	0	0	0	291.541	0	0	29.2236	28.8212	29.2687	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 13:15:00	0	0	0.0396807	0	0	0.00804216	0	0	0	0	0	291.533	0	0	29.2204	28.8192	29.2677	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 13:30:00	0	0	0.0396807	0	0	0.00804077	0	0	0	0	0	291.525	0	0	29.2172	28.8172	29.2666	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 13:45:00	0	0	0.0396807	0	0	0.00803937	0	0	0	0	0	291.517	0	0	29.214	28.8152	29.2656	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 14:00:00	0	0	0.0396807	0	0	0.00803798	0	0	0	0	0	291.509	0	0	29.2108	28.8131	29.2646	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 14:15:00	0	0	0.0396807	0	0	0.00803659	0	0	0	0	0	291.501	0	0	29.2075	28.8111	29.2635	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 14:30:00	0	0	0.0396807	0	0	0.0080352	0	0	0	0	0	291.493	0	0	29.2043	28.8091	29.2625	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 14:45:00	0	0	0.0396807	0	0	0.00803381	0	0	0	0	0	291.485	0	0	29.2011	28.8071	29.2615	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 15:00:00	0	0	0.0396807	0	0	0.00803242	0	0	0	0	0	291.477	0	0	29.198	28.8051	29.2604	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 15:15:00	0	0	0.0396807	0	0	0.00803103	0	0	0	0	0	291.469	0	0	29.1948	28.803	29.2594	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 15:30:00	0	0	0.0396807	0	0	0.00802964	0	0	0	0	0	291.461	0	0	29.1916	28.801	29.2583	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 15:45:00	0	0	0.0396807	0	0	0.00802824	0	0	0	0	0	291.453	0	0	29.1884	28.799	29.2573	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 16:00:00	0	0	0.0396807	0	0	0.00802685	0	0	0	0	0	291.445	0	0	29.1852	28.797	29.2563	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 16:15:00	0	0	0.0396807	0	0	0.00802547	0	0	0	0	0	291.437	0	0	29.182	28.795	29.2552	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 16:30:00	0	0	0.0396807	0	0	0.00802408	0	0	0	0	0	291.429	0	0	29.1788	28.793	29.2542	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 16:45:00	0	0	0.0396807	0	0	0.00802269	0	0	0	0	0	291.42	0	0	29.1756	28.7909	29.2531	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 17:00:00	0	0	0.0396807	0	0	0.0080213	0	0	0	0	0	291.412	0	0	29.1724	28.7889	29.2521	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 17:15:00	0	0	0.0396807	0	0	0.00801991	0	0	0	0	0	291.404	0	0	29.1692	28.7869	29.2511	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 17:30:00	0	0	0.0396807	0	0	0.00801852	0	0	0	0	0	291.396	0	0	29.166	28.7849	29.25	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 17:45:00	0	0	0.0396807	0	0	0.00801713	0	0	0	0	0	291.388	0	0	29.1628	28.7829	29.249	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 18:00:00	0	0	0.0396807	0	0	0.00801574	0	0	0	0	0	291.38	0	0	29.1596	28.7808	29.2479	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 18:15:00	0	0	0.0396807	0	0	0.00801436	0	0	0	0	0	291.372	0	0	29.1564	28.7788	29.2469	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 18:30:00	0	0	0.0396807	0	0	0.00801297	0	0	0	0	0	291.364	0	0	29.1532	28.7768	29.2459	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 18:45:00	0	0	0.0396807	0	0	0.00801158	0	0	0	0	0	291.356	0	0	29.15	28.7748	29.2448	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 19:00:00	0	0	0.0396807	0	0	0.00801019	0	0	0	0	0	291.348	0	0	29.1469	28.7728	29.2438	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 19:15:00	0	0	0.0396807	0	0	0.00800881	0	0	0	0	0	291.34	0	0	29.1437	28.7708	29.2428	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 19:30:00	0	0	0.0396807	0	0	0.00800742	0	0	0	0	0	291.332	0	0	29.1405	28.7688	29.2417	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 19:45:00	0	0	0.0396807	0	0	0.00800603	0	0	0	0	0	291.324	0	0	29.1373	28.7667	29.2407	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 20:00:00	0	0	0.0396807	0	0	0.00800465	0	0	0	0	0	291.316	0	0	29.1341	28.7647	29.2396	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 20:15:00	0	0	0.0396807	0	0	0.00800326	0	0	0	0	0	291.308	0	0	29.1309	28.7627	29.2386	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 20:30:00	0	0	0.0396807	0	0	0.00800187	0	0	0	0	0	291.3	0	0	29.1277	28.7607	29.2376	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 20:45:00	0	0	0.0396807	0	0	0.00800049	0	0	0	0	0	291.292	0	0	29.1245	28.7587	29.2365	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 21:00:00	0	0	0.0396807	0	0	0.0079991	0	0	0	0	0	291.284	0	0	29.1214	28.7567	29.2355	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 21:15:00	0	0	0.0396807	0	0	0.00799772	0	0	0	0	0	291.276	0	0	29.1182	28.7547	29.2344	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 21:30:00	0	0	0.0396807	0	0	0.00799633	0	0	0	0	0	291.268	0	0	29.115	28.7526	29.2334	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 21:45:00	0	0	0.0396807	0	0	0.00799495	0	0	0	0	0	291.26	0	0	29.1118	28.7506	29.2324	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 22:00:00	0	0	0.0396807	0	0	0.00799356	0	0	0	0	0	291.252	0	0	29.1086	28.7486	29.2313	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 22:15:00	0	0	0.0396807	0	0	0.00799218	0	0	0	0	0	291.244	0	0	29.1055	28.7466	29.2303	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 22:30:00	0	0	0.0396807	0	0	0.0079908	0	0	0	0	0	291.236	0	0	29.1023	28.7446	29.2293	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 22:45:00	0	0	0.0396807	0	0	0.00798941	0	0	0	0	0	291.228	0	0	29.0991	28.7426	29.2282	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 23:00:00	0	0	0.0396807	0	0	0.00798803	0	0	0	0	0	291.22	0	0	29.0959	28.7406	29.2272	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 23:15:00	0	0	0.0396807	0	0	0.00798665	0	0	0	0	0	291.212	0	0	29.0927	28.7385	29.2261	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 23:30:00	0	0	0.0396807	0	0	0.00798526	0	0	0	0	0	291.204	0	0	29.0896	28.7365	29.2251	29.1305	28.8579
setup	0	0	0	0	1	2002-06-17 23:45:00	0	0	0.0396807	0	0	0.00798388	0	0	0	0	0	291.196	0	0	29.0864	28.7345	29.2241	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 00:00:00	1.25	1.25	0.0398544	0	0	0.0398544	0	0	1.21015	0	0	292.407	0	0	29.0864	28.7345	29.2241	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 00:15:00	0.65	0.65	0.0398544	0	0	0.0398544	0	0	0.610146	0	0	293.017	0	0	29.1016	28.7345	29.2241	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 00:30:00	0	0	0.0398544	0	0	0.00844839	0	0	0	0	0	293.008	0	0	29.1998	28.7325	29.223	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 00:45:00	0	0	0.0398544	0	0	0.0084371	0	0	0	0	0	293	0	0	29.3475	28.7305	29.222	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 01:00:00	0	0	0.0398544	0	0	0.00843404	0	0	0	0	0	292.991	0	0	29.474	28.7285	29.221	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 01:15:00	0	0	0.0398544	0	0	0.00843116	0	0	0	0	0	292.983	0	0	29.5727	28.7265	29.22	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 01:30:00	0	0	0.0398544	0	0	0.00842836	0	0	0	0	0	292.975	0	0	29.6472	28.7246	29.2189	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 01:45:00	0	0	0.0398544	0	0	0.0084256	0	0	0	0	0	292.966	0	0	29.7036	28.7226	29.2179	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 02:00:00	0	0	0.0398544	0	0	0.00842288	0	0	0	0	0	292.958	0	0	29.7473	28.7206	29.2169	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 02:15:00	0	0	0.0398544	0	0	0.0084202	0	0	0	0	0	292.949	0	0	29.7823	28.7186	29.2158	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 02:30:00	0	0	0.0398544	0	0	0.00841756	0	0	0	0	0	292.941	0	0	29.8111	28.7166	29.2148	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 02:45:00	0	0	0.0398544	0	0	0.00841497	0	0	0	0	0	292.932	0	0	29.8351	28.7146	29.2138	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 03:00:00	0	0	0.0398544	0	0	0.00841242	0	0	0	0	0	292.924	0	0	29.8553	28.7126	29.2128	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 03:15:00	0	0	0.0398544	0	0	0.00840992	0	0	0	0	0	292.916	0	0	29.8724	28.7106	29.2117	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 03:30:00	0	0	0.0398544	0	0	0.00840747	0	0	0	0	0	292.907	0	0	29.8867	28.7086	29.2107	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 03:45:00	0	0	0.0398544	0	0	0.00840507	0	0	0	0	0	292.899	0	0	29.8989	28.7066	29.2097	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 04:00:00	0	0	0.0398544	0	0	0.0084027	0	0	0	0	0	292.89	0	0	29.9093	28.7046	29.2086	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 04:15:00	0	0	0.0398544	0	0	0.00840036	0	0	0	0	0	292.882	0	0	29.9181	28.7026	29.2076	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 04:30:00	0	0	0.0398544	0	0	0.00839805	0	0	0	0	0	292.874	0	0	29.9256	28.7006	29.2066	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 04:45:00	0	0	0.0398544	0	0	0.00839578	0	0	0	0	0	292.865	0	0	29.9321	28.6987	29.2056	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 05:00:00	0	0	0.0398544	0	0	0.00839353	0	0	0	0	0	292.857	0	0	29.9375	28.6967	29.2045	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 05:15:00	0	0	0.0398544	0	0	0.00839132	0	0	0	0	0	292.848	0	0	29.9419	28.6947	29.2035	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 05:30:00	0	0	0.0398544	0	0	0.00838914	0	0	0	0	0	292.84	0	0	29.9455	28.6927	29.2025	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 05:45:00	0	0	0.0398544	0	0	0.00838698	0	0	0	0	0	292.832	0	0	29.9483	28.6907	29.2014	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 06:00:00	0	0	0.0398544	0	0	0.00838485	0	0	0	0	0	292.823	0	0	29.9504	28.6887	29.2004	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 06:15:00	0	0	0.0398544	0	0	0.00838275	0	0	0	0	0	292.815	0	0	29.9519	28.6867	29.1994	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 06:30:00	0	0	0.0398544	0	0	0.00838067	0	0	0	0	0	292.806	0	0	29.9528	28.6847	29.1984	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 06:45:00	0	0	0.0398544	0	0	0.00837861	0	0	0	0	0	292.798	0	0	29.9533	28.6846	29.1973	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 07:00:00	0	0	0.0398544	0	0	0.00837657	0	0	0	0	0	292.79	0	0	29.9533	28.6861	29.1963	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 07:15:00	0	0	0.0398544	0	0	0.00837455	0	0	0	0	0	292.781	0	0	29.953	28.6886	29.1953	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 07:30:00	0	0	0.0398544	0	0	0.00837254	0	0	0	0	0	292.773	0	0	29.9523	28.6918	29.1942	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 07:45:00	0	0	0.0398544	0	0	0.00837055	0	0	0	0	0	292.765	0	0	29.9513	28.6953	29.1932	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 08:00:00	0	0	0.0398544	0	0	0.00836858	0	0	0	0	0	292.756	0	0	29.9501	28.6991	29.1922	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 08:15:00	0	0	0.0398544	0	0	0.00836663	0	0	0	0	0	292.748	0	0	29.9486	28.7031	29.1912	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 08:30:00	0	0	0.0398544	0	0	0.00836469	0	0	0	0	0	292.74	0	0	29.9469	28.7073	29.1901	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 08:45:00	0	0	0.0398544	0	0	0.00836276	0	0	0	0	0	292.731	0	0	29.9449	28.7114	29.1891	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 09:00:00	0	0	0.0398544	0	0	0.00836086	0	0	0	0	0	292.723	0	0	29.9428	28.7156	29.1881	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 09:15:00	0	0	0.0398544	0	0	0.00835896	0	0	0	0	0	292.714	0	0	29.9405	28.7198	29.187	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 09:30:00	0	0	0.0398544	0	0	0.00835708	0	0	0	0	0	292.706	0	0	29.938	28.7239	29.186	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 09:45:00	0	0	0.0398544	0	0	0.00835522	0	0	0	0	0	292.698	0	0	29.9353	28.728	29.185	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 10:00:00	0	0	0.0398544	0	0	0.00835337	0	0	0	0	0	292.689	0	0	29.9325	28.732	29.184	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 10:15:00	0	0	0.0398544	0	0	0.00835153	0	0	0	0	0	292.681	0	0	29.9296	28.7359	29.1829	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 10:30:00	0	0	0.0398544	0	0	0.0083497	0	0	0	0	0	292.673	0	0	29.9266	28.7397	29.1819	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 10:45:00	0	0	0.0398544	0	0	0.00834789	0	0	0	0	0	292.664	0	0	29.9235	28.7434	29.1809	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 11:00:00	0	0	0.0398544	0	0	0.00834609	0	0	0	0	0	292.656	0	0	29.9203	28.7469	29.1798	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 11:15:00	0	0	0.0398544	0	0	0.0083443	0	0	0	0	0	292.648	0	0	29.917	28.7504	29.1788	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 11:30:00	0	0	0.0398544	0	0	0.00834252	0	0	0	0	0	292.639	0	0	29.9136	28.7537	29.1778	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 11:45:00	0	0	0.0398544	0	0	0.00834075	0	0	0	0	0	292.631	0	0	29.9102	28.7564	29.1768	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 12:00:00	0	0	0.0398544	0	0	0.00833899	0	0	0	0	0	292.623	0	0	29.9068	28.7582	29.1757	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 12:15:00	0	0	0.0398544	0	0	0.00833724	0	0	0	0	0	292.614	0	0	29.9033	28.7596	29.1747	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 12:30:00	0	0	0.0398544	0	0	0.0083355	0	0	0	0	0	292.606	0	0	29.8997	28.7608	29.1737	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 12:45:00	0	0	0.0398544	0	0	0.00833376	0	0	0	0	0	292.598	0	0	29.8961	28.7619	29.1726	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 13:00:00	0	0	0.0398544	0	0	0.00833203	0	0	0	0	0	292.589	0	0	29.8925	28.763	29.1716	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 13:15:00	0	0	0.0398544	0	0	0.00833031	0	0	0	0	0	292.581	0	0	29.8889	28.764	29.1706	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 13:30:00	0	0	0.0398544	0	0	0.0083286	0	0	0	0	0	292.573	0	0	29.8853	28.765	29.1696	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 13:45:00	0	0	0.0398544	0	0	0.0083269	0	0	0	0	0	292.564	0	0	29.8816	28.766	29.1685	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 14:00:00	0	0	0.0398544	0	0	0.0083252	0	0	0	0	0	292.556	0	0	29.8779	28.7669	29.1675	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 14:15:00	0	0	0.0398544	0	0	0.00832351	0	0	0	0	0	292.548	0	0	29.8742	28.7678	29.1665	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 14:30:00	0	0	0.0398544	0	0	0.00832183	0	0	0	0	0	292.539	0	0	29.8705	28.7686	29.1654	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 14:45:00	0	0	0.0398544	0	0	0.00832016	0	0	0	0	0	292.531	0	0	29.8668	28.7694	29.1644	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 15:00:00	0	0	0.0398544	0	0	0.00831849	0	0	0	0	0	292.523	0	0	29.863	28.7701	29.1634	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 15:15:00	0	0	0.0398544	0	0	0.00831683	0	0	0	0	0	292.514	0	0	29.8593	28.7707	29.1624	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 15:30:00	0	0	0.0398544	0	0	0.00831518	0	0	0	0	0	292.506	0	0	29.8555	28.7713	29.1613	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 15:45:00	0	0	0.0398544	0	0	0.00831353	0	0	0	0	0	292.498	0	0	29.8517	28.7719	29.1603	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 16:00:00	0	0	0.0398544	0	0	0.00831189	0	0	0	0	0	292.489	0	0	29.8479	28.7724	29.1593	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 16:15:00	0	0	0.0398544	0	0	0.00831025	0	0	0	0	0	292.481	0	0	29.8441	28.7728	29.1582	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 16:30:00	0	0	0.0398544	0	0	0.00830863	0	0	0	0	0	292.473	0	0	29.8403	28.7732	29.1572	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 16:45:00	0	0	0.0398544	0	0	0.008307	0	0	0	0	0	292.464	0	0	29.8365	28.7735	29.1562	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 17:00:00	0	0	0.0398544	0	0	0.00830539	0	0	0	0	0	292.456	0	0	29.8327	28.7737	29.1552	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 17:15:00	0	0	0.0398544	0	0	0.00830378	0	0	0	0	0	292.448	0	0	29.8289	28.7739	29.1541	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 17:30:00	0	0	0.0398544	0	0	0.00830217	0	0	0	0	0	292.44	0	0	29.825	28.774	29.1531	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 17:45:00	0	0	0.0398544	0	0	0.00830057	0	0	0	0	0	292.431	0	0	29.8212	28.7741	29.1521	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 18:00:00	0	0	0.0398544	0	0	0.00829898	0	0	0	0	0	292.423	0	0	29.8174	28.7741	29.151	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 18:15:00	0	0	0.0398544	0	0	0.00829739	0	0	0	0	0	292.415	0	0	29.8136	28.774	29.15	29.1305	28.8579
setup	0	0	0	0	1	2002-06-18 18:30:00	0	0	0.0398544	0	0	0.0082958	0	0	0	0	0	292.406	0	0	29.8098	28.7739	29.149	29.1305	28.8579
